country,ISO 3 country code,ISO 2 country code,country full name,currency,capital city,region,continent,demonym,latitude,longitude,agricultural land,forest area,land area,rural land area,urban land area,central government debt,expense,MillionGDP,GDP,inflation,self-employed workers,tax revenue,unemployment,vulnerable employment,access to electricity,alternative and nuclear energy,electricity production from coal sources,electricity production from hydroelectric sources,electricity production from natural gas sources,electricity production from nuclear sources,electricity production from oil sources,"electricity production from renewable sources, excluding hydroelectric",net energy imports,fossil fuel energy consumption,renewable energy consumption,carbon dioxide emissions (CO2),methane emissions,nitrous oxide emissions,"other greenhouse gas emissions, HFC, PFC and SF6",urban population living in areas where elevation is below 5 meters ,health expenditure,health expenditure per capita,hospital beds,incidence of HIV,suicidemortalityrate,armed forces personnel,"internally displaced persons, by conflict and violence",military expenditure,birth rate,death rate,fertility rate,individuals using the Internet,life expectancy at birth,net migration,female population,male population,population,proportion of seats held by women in national parliaments,rural population,urban population,press freedom,democracy score,democracy type,median age,political leader,title of the political leader
Eswatini,SWZ,SZ,Kingdom of Eswatini,Swazi lilangeni,Lobamba,Southern Africa,Africa,Swazi,-26.5,31.5,11950,4987.7,17200,17073.22018,177.9186709,35.40166564,24.39344821,4597.855845,4597855845,2.598016203,35.80987854,24.12799371,37.636,33.57635628,82.3,,,,,,,,,0,64.7,1147.7,1326.034028,423.5448,642.4279653,0,7.03582335,279.9143066,2.1,4.1,29.4,3000,,1.645121394,23.642,11.883,2.785,58.91291568,56,-5268,610772,600049,1210822,17.14285714,910659,300163,1.59,3.03,Authoritarian,17.8,Mswati III,King
Liberia,LBR,LR,Republic of Liberia,U.S. dollar,Monrovia,Western Africa,Africa,Liberian,6.5,-9.5,19230.4,75871.8,96320,95557.59073,652.5563654,20.31799525,34.3776579,4332,4332000000,23.5635149,78.60584141,12.46142652,2.939,77.18617784,31.8,,,,,,,,,,92.8,1179.5,338.868895,295.301944,803.3421936,9.521247347,16.6163311,112.2704468,0.8,0.24,4.5,2000,23000,1.265143475,30.996,8.632,4.016,33.63315905,61,-5000,2718890,2699486,5418377,10.95890411,2515915,2902462,2.48,5.35,Hybrid regime,14.4,George Weah,President
Djibouti,DJI,DJ,Republic of Djibouti,Djibouti franc,Djibouti,Eastern Africa,Africa,Djibouti,11.5,43,17039,58.733,23180,21571.7749,51.25016234,,,4098.530514,4098530514,1.495068165,52.90000546,,26.258,50.15056462,65,,,,,,,,,0,26.9,427.7,659.922854,259.183065,-988.8512421,8.609439468,2.87667227,87.74766541,1.4,,9.6,13000,,2.627582525,21.911,8.962,2.757,68.86318451,63,900,572630,563824,1136455,26.15384615,243747,892708,1.1,2.87,Authoritarian,20.2,Ismaïl Omar Guelleh,President
Sierra Leone,SLE,SL,Republic of Sierra Leone,Sierra Leonean leone,Freetown,Western Africa,Africa,Sierra Leonean,8.5,-11.5,39490,25151.5,72180,71910.77947,713.580516,,,3809.832237,3809832237,47.64287333,89.15217857,,3.174,86.62109454,29.4,,,,,,,,,,71.6,1048,3591.093856,1129.527182,-182.331665,1.187167423,8.55334282,43.1619873,0.4,0.44,6.7,9000,3000,0.59979294,30.788,8.909,3.876,18,60,-4000,4385407,4405685,8791092,28.18791946,4896638,3894454,2.58,4.66,Hybrid regime,15.3,Julius Maada Bio,President
Suriname,SUR,SR,Republic of Suriname,Suriname dollar,Paramaribo,South America,America,Surinamer,4,-56,780,151840.433,156000,145003.1468,261.3952571,,,3782.437296,3782437296,52.44602728,22.65030892,,7.704,19.79228027,99,15.18762473,0,60.05314438,0,0,39.94685562,0,-43.75983539,76.25349582,14.5,2601.32,1415.671617,178.090226,237.0669327,53.48397162,5.6838975,298.9328003,3,0.76,25.4,2000,,,17.983,8.637,2.322,65.93980141,70,-1000,313329,309907,623236,29.41176471,209339,413897,4.77,6.98,Flawed democracy,24.3,Dési Bouterse,President
Andorra,AND,AD,Principality of Andorra,Euro,Andorra la Vella,Southern Europe,Europe,Andorran,42.5,1.5,187.562,160,470,409.4971338,30.93581543,,,3727.673593,3727673593,,,,,,100,,,,,,,,,,18.7,448.884399,53.600959,1.758811,,0,8.33449364,3505.991455,2.5,,,,,,6.2,4.6,1.27,93.89752157,,200,39185,40903,80088,50,9792,70296,3.17,0,Unknown,39.5,Xavier Espot Zamora,Head of Government
Belize,BLZ,BZ,Belize,Belize dollar,Belmopan,Central America,America,Belizean,17.25,-88.75,1820,12658.9,22810,21708.44766,122.8998629,61.40752321,22.33749349,3281.5,3281500000,4.389840175,32.63223287,21.34069899,8.262,25.38989469,98.6,,,,,,,,,0,30.8,687.6,514.044829,205.409043,-344.1048481,28.46918622,4.98043823,310.1950073,1.04,0.35,7.1,2000,,0.861167114,17.763,6.253,1.989,61.9941698,71,600,204364,206461,410825,15.625,219348,191477,2.84,0,Unknown,22,Dean Barrow,Prime Minister
Bhutan,BTN,BT,Kingdom of Bhutan,Bhutanese ngultrum,Thimphu,Southern Asia,Asia,Bhutanese,27.5,90.5,5130,27270.6,38140,39040.72891,28.60276837,111.0078973,24.07616025,2898.227713,2898227713,4.229344199,71.18625872,12.28463784,5.653,70.57633974,100,,,,,,,,,0,82.5,1035.2,451.523887,97.265439,-422.0996399,0,3.84550023,120.4311752,1.74,0.08,4.6,6000,,,12.332,6.356,1.398,85.63688389,72,300,371228,416196,787424,17.39130435,438201,349223,2.62,5.3,Hybrid regime,25.4,Lotay Tshering,Prime Minister
Burundi,BDI,BI,Republic of Burundi,Burundi franc,Bujumbura,Eastern Africa,Africa,Burundian,-3.5,30,21030,2796.4,25680,24150.62687,887.8423434,,15.12404492,2642.161669,2642161669,26.94148358,84.84487077,15.63624548,0.93,83.68754742,10.3,,,,,,,,,,83,713.466,1258.19152,1636.389411,-293.6178551,0,9.10190964,24.26920891,0.79,0.1,6.2,31000,8100,2.760414578,34.109,7.311,4.98,5.804921577,62,2000,6663239,6575319,13238559,38.21138211,11281370,1957189,1.48,2.33,Authoritarian,12.2,Pierre Nkurunziza,President
Cabo Verde,CPV,CV,Republic of Cabo Verde,Cabo Verde escudo,Praia,Western Africa,Africa,Cape Verdian,16,-24,790,460.2,4030,4043.854845,59.55432677,,30.8820649,2587.252076,2587252076,7.930929254,39.18254623,18.38570329,11.994,34.77284889,97.1,,,,,,,,,0,21.8,620.6,93.207601,59.475638,460.3127124,1.01686248,6.90378904,247.9079437,2.1,0.34,12.9,1000,,0.548076282,16.686,5.659,1.879,69.76225648,75,-1227,301036,297646,598682,41.66666667,191686,406996,3.95,7.88,Flawed democracy,23.4,,
Central African Republic,CAF,CF,Central African Republic,Central African CFA franc,Bangui,Middle Africa,Africa,Central African,7,21,49100,222730,622980,622165.0808,535.375881,,11.66138983,2555.492085,2555492085,2.979138526,93.33390245,8.206292297,6.286,92.1646827,15.7,,,,,,,,,,90.9,236.6,10108.5047,10628.57907,-203.2287339,0,9.06853294,42.92785645,1,1.57,12.3,10000,512000,1.696436291,42.344,11.003,5.918,10.58263964,54,-14716,2872985,2869330,5742315,12.85714286,3237862,2504453,1.65,1.52,Authoritarian,10.9,Faustin-Archange Touadéra,President
St. Lucia,LCA,LC,St. Lucia,East Caribbean dollar,Castries,Caribbean,America,Saint Lucian,13.88333333,-60.96666666,99.4,207.7,610,544.6162965,72.57370006,45.85702721,17.61095338,2519.925939,2519925939,4.070608219,28.8058446,18.22511657,11.092,22.96470426,100,,,,,,,,,0,9.7,499.2,272.859517,27.377315,-218.181866,1.886632948,6.2111187,584.6704712,1.3,,7.9,,,,11.316,10.151,1.387,78.09560329,71,0,91192,89058,180251,11.11111111,145693,34558,0,0,Unknown,29.9,,
The Gambia,GMB,GM,Republic of The Gambia,Gambian dalasi,Banjul,Western Africa,Africa,Gambian,13.46666666,-16.56666666,6340,2369.333,10120,10197.83849,338.7489128,,17.16006953,2339.904157,2339904157,16.97421296,74.87742966,18.20477998,6.479,73.43725603,65.4,,,,,,,,,0,47.7,611.4,1346.288478,359.1794,375.872745,1.929577405,3.18962693,24.62883568,1.1,0.6,4.8,4000,5700,0.693939999,32.696,7.137,4.586,32.96228971,63,-3000,1393072,1380095,2773168,8.620689655,985251,1787917,2.49,4.31,Hybrid regime,13.3,Adama Barrow,President
Timor-Leste,TLS,TL,Democratic Republic of Timor-Leste,U.S. dollar,Dili,South-Eastern Asia,Asia,East Timorese,-8.83333333,125.9166667,3414,9197,14870,14909.69391,74.47177288,,52.55651309,2243.142908,2243142908,0.95881274,66.79019639,21.66911772,1.523,65.77046261,99.7,,,,,,,,,0,11.4,446.1,4794.894791,273.821318,204.3125668,1.061928758,11.43839264,134.9980011,5.9,0.07,3.7,2000,900,1.107085196,24.611,6.535,3.047,39.45131242,69,-5000,666774,693822,1360596,36.92307692,919001,441595,2.61,7.19,Flawed democracy,17,,
Seychelles,SYC,SC,Republic of Seychelles,Seychelles rupee,Victoria,Eastern Africa,Africa,Seychellois,-4.58333333,55.66666666,15.5,337,460,475.1735125,13.36753015,60.91225257,44.23325651,2141.450171,2141450171,8.276858114,,26.1767419,,,100,,,,,,,,,0,1.9,598.7,94.696179,4.039156,80.30740322,13.26246628,5.25937986,718.4900513,3.6,,8.1,0,,1.380786317,13.1,7.8,2.32,81.59307191,74,-200,56834,62940,119773,22.85714286,49323,70450,2.66,0,Unknown,29.1,Danny Faure,President
Eritrea,ERI,ER,State of Eritrea,Eritrean nakfa,Asmara,Eastern Africa,Africa,Eritrean,15,39,75920,10521,121040.829,120001.0006,331.1918185,,,2065.001626,2065001626,,72.1076562,,5.866,70.09884473,55.4,0.021121165,0,0,0,0,99.50738916,0.492610837,22.26723432,23.1334477,80.7,706.4,3732.241915,1730.462791,35.85986328,14.90376423,4.15077114,25.36040497,0.7,0.06,10.9,202000,10000,20.86574531,28.426,6.727,3.786,21.73038628,67,-15297,1898379,1850523,3748901,22,2126864,1622037,0.97,2.37,Authoritarian,14.7,Isaias Afwerki,President
Lesotho,LSO,LS,Kingdom of Lesotho,Lesotho loti,Maseru,Southern Africa,Africa,Mosotho,-29.5,28.5,24330,345.2,30360,30172.3371,249.9415823,2.993243596,41.38272494,2046.039024,2046039024,6.342217431,38.90451552,31.31124127,16.46,33.02556025,50,,,,,,,,,0,34.9,2311.9,998.828453,537.863108,2061.561878,0,10.21370411,114.7088165,1.3,3.03,72.4,2000,,1.466333756,25.778,14.069,2.98,47.98299869,53,-4000,1181093,1149224,2330318,26.44628099,1621552,708766,2.63,6.64,Flawed democracy,18.3,Tom Thabane,Prime Minister
Antigua and Barbuda,ATG,AG,Antigua and Barbuda,East Caribbean dollar,Saint John's,Caribbean,America,Antiguan,17.05,-61.8,90,80.533,440,396.33478,31.86330247,,,2033.085185,2033085185,5.067138654,,,,,100,,,,,,,,,0,0.9,474.6,204.865822,11.763473,471.2365613,3.976561478,5.85133028,923.4072876,2.89,,0.4,0,,,11.984,6.094,1.58,95.66338947,79,0,49246,45051,94298,5.555555556,71353,22945,0,0,Unknown,31.5,Gaston Browne,Prime Minister
Guinea-Bissau,GNB,GW,Republic of Guinea-Bissau,West African CFA franc,Bissau,Western Africa,Africa,Guinea-Bissauan,12,-15,8151.1,19715.7,28120,33293.4172,196.2640069,,14.18506017,1966.4614,1966461400,9.393838775,69.39761084,9.163928892,3.183,68.68801273,37.4,,,,,,,,,0,87.4,329,1261.116221,765.861398,111.2939304,1.240854609,8.2233429,68.81868744,1,0.59,7,4000,,1.614764452,30.611,8.597,3.925,35.15498736,60,-1400,1088101,1062741,2150842,9.803921569,1172940,977902,2.53,1.98,Authoritarian,14.7,Umaro Sissoco Embaló,President
San Marino,SMR,SM,Republic of San Marino,Euro,City of San Marino,Southern Europe,Europe,Sammarinese,43.76666666,12.41666666,23,10,60,36.00050701,22.01373734,95.12009922,44.07404953,1855.382833,1855382833,1.045976835,,17.29597316,,,100,,,,,,,,,,,,,,,0,7.97527838,4131.941895,3.8,,,,,,6.1,7.8,1.26,74.8623274,,100,17261,16381,33642,33.33333333,728,32914,0,0,Unknown,43.2,Alessandro Mancini,Captain Regent
Solomon Islands,SLB,SB,Solomon Islands,Solomon Islands dollar,Honiara,Melanesia,Oceania,Solomon Islander,-8,159,1200,25222.4,27990,28414.49527,37.8334884,15.39316607,27.05163159,1631.286701,1631286701,5.88585897,64.68103962,20.6697405,1.545,63.52292434,76,,,,,,,,,0,50.1,223.3,416.003048,23.277519,108.2518151,1.797857289,4.76345396,106.345871,1.4,,14.7,,1000,,29.322,4.888,3.925,36.131954,71,-1600,362553,377872,740424,8,547640,192784,0,0,Unknown,15.5,Manasseh Sogavare,Prime Minister
Comoros,COM,KM,Union of the Comoros,Comorian franc,Moroni,Eastern Africa,Africa,Comoran,-12.16666666,44.25,1330,324.8,1861,1534.767163,142.534154,,,1352.380972,1352380972,-4.294873315,57.01498906,,5.795,56.18715913,89.9,,,,,,,,,0,39.3,328.2,236.81787,46.8158,101.5775505,2.147647144,6.33513117,99.03723907,2.16,0.01,5.4,,,,28.887,8.528,3.912,27.33694319,64,-2000,423943,428132,852075,16.66666667,595328,256747,2.8,3.71,Authoritarian,16.5,Azali Assoumani,President
Grenada,GRD,GD,Grenada,East Caribbean dollar,St. George's,Caribbean,America,Grenadian,12.11666666,-61.66666666,80,177,340,291.3748994,68.51966222,,,1320.334236,1320334236,2.696122698,,,,,94.2,,,,,,,,,0,10,324.5,2046.858118,7.639008,-264.8477926,4.120268436,5.6984539,505.4046326,3.57,,0.7,,,,15.616,7.942,1.986,77.76723663,75,-200,63142,63041,126183,31.25,79421,46762,0,0,Unknown,27.5,Keith Mitchell,Prime Minister
Vanuatu,VUT,VU,Republic of Vanuatu,Vanuatu vatu,Port Vila,Melanesia,Oceania,Ni-Vanuatu,-16,167,1870,4423,12190,12337.56625,27.94289546,87.07208983,34.25811978,1126.313359,1126313359,6.679305819,60.18943148,15.87716171,5.099,57.6229653,70,,,,,,,,,0,25,121.3,374.327533,86.279353,52.29438244,1.791727416,4.3733778,133.1509247,1.7,,18,,,,28.968,5.312,3.697,66.33566871,70,0,166304,168202,334506,1.923076923,247615,86891,0,0,Unknown,15.7,Charlot Salwai,Prime Minister
St. Kitts and Nevis,KNA,KN,St. Kitts and Nevis,East Caribbean dollar,Basseterre,Caribbean,America,Kittian and Nevisian,17.33333333,-62.75,60,110,260,253.8698195,11.73957624,57.66639437,26.74946262,1077.033111,1077033111,3.557112308,,15.04238265,,,100,,,,,,,,,0,1.5,231,82.070818,6.986473,46.96442449,2.961527254,6.1634655,1114.374268,2.3,,,,,,11.823,10.078,1.512,79.47306769,72,20,24721,23034,47755,31.25,32905,14850,0,0,Unknown,30.8,,
St. Vincent and the Grenadines,VCT,VC,St. Vincent and the Grenadines,East Caribbean dollar,Kingstown,Caribbean,America,Saint Vincentian,13.25,-61.2,70,285.4,390,329.1274058,68.76264789,53.69823988,24.73156026,1065.962963,1065962963,4.564577198,26.62508826,23.79953574,18.674,20.94375147,100,,,,,,,,,0,5.1,219.8,67.776175,9.937707,-92.41374856,1.347551828,5.36252117,448.3102112,2.4,,1,,,,12.726,14.004,1.778,84.91281395,69,-200,50986,52713,103698,18.18181818,47391,56307,0,0,Unknown,29.2,,
Samoa,WSM,WS,Samoa,Samoan tala,Apia,Polynesia,Oceania,Samoan,-13.58333333,-172.3333333,494.1,1611.9,2780,2817.356677,46.68264442,,35.07982479,934.1003363,934100336.3,8.118698155,35.17454706,25.02232628,9.747,30.20327,98.3,,,,,,,,,0,35.9,206.5,267.323935,50.494426,130.0608711,1.388432115,6.80313492,263.8859558,1,,12.6,,,,26.997,5.45,3.875,78.24573185,73,-1500,110622,115059,225681,12.96296296,186169,39512,4.28,0,Unknown,16.7,Tuilaepa Aiono Sailele Malielegaoi,Prime Minister
Dominica,DMA,DM,Commonwealth of Dominica,East Caribbean dollar,Roseau,Caribbean,America,Dominican,15.41666666,-61.33333333,250,478.7,750,735.8386756,20.99940263,,,653.9925926,653992592.6,3.481158004,,,,,100,,,,,,,,,0,8.9,162.8,43.872314,20.527631,4.233461022,6.957884536,6.50494003,482.429657,3.8,,,,,,13.278,8.921,1.588,80.93300506,73,-40,36758,36282,73040,37.5,20447,52593,0,0,Unknown,28.5,Roosevelt Skerrit,Prime Minister
São Tomé and Principe,STP,ST,Democratic Republic of São Tomé and Principe,São Tomé and Principe dobra,São Tomé,Middle Africa,Africa,Sao Tomean,1,7,420,512.8,960,994.1657239,10.25014447,,,603.240749,603240749,21.25891385,56.67936528,,14.208,54.45186071,78,,,,,,,,,0,42.5,141.1,11.596147,17.434243,73.81503019,1.554473261,7.82528496,186.1039734,2.9,0.06,1.5,1000,,,27.974,5.838,3.751,51.20409155,69,-600,116254,115601,231856,14.54545455,54716,177140,0,0,Unknown,14.8,Evaristo Carvalho,President
Tonga,TON,TO,Kingdom of Tonga,Tongan pa'anga,Nuku'alofa,Polynesia,Oceania,Tongan,-20,-175,350,89.5,720,701.7861313,29.64733846,45.01577568,32.90496449,500.2748981,500274898.1,6.351129803,51.39453019,21.30330756,2.303,37.52233956,100,,,,,,,,,0,2.3,118.1,92.338189,52.268669,-91.37533746,11.36892171,6.27256584,279.2460327,2.6,,3.8,,,,22.894,6.885,3.193,71.58657964,71,-800,54456,53317,107773,7.142857143,82813,24960,3.08,0,Unknown,18,Pōhiva Tu'i'onetoa,Prime Minister
Micronesia,FSM,FM,Federated States of Micronesia,U.S. dollar,Palikir,Micronesia,Oceania,Micronesian,6.91666666,158.25,50,644.5,700,757.7457415,7.519302932,27.86301425,23.48261006,460,460000000,5.408743755,,7.048216398,,,85.3,,,,,,,,,,2,107.5,52.686594,27.549723,,3.343147803,10.96059132,393.3493042,3.2,,28.2,,,,20.684,6.275,2.669,40.40961941,71,-600,57334,57891,115224,14.28571429,88286,26938,0,0,Unknown,20,David W. Panuelo,President
Marshall Islands,MHL,MH,Republic of the Marshall Islands,U.S. dollar,Majuro,Micronesia,Oceania,Marshallese,9,168,70,94,180,271.8843642,8.618052053,41.7255807,59.70214713,284,284000000,,,17.23024001,,,100,,,,,,,,,0,12.2,110,31.91103,0.699535,,36.26216692,12.54863834,766.9440918,2.7,,,,,,18.524,7.919,2.672,38.70116262,65,0,20571,21425,41996,12.12121212,8875,33121,0,0,Unknown,21.7,David Kabua,President
Kiribati,KIR,KI,Republic of Kiribati,Australian dollar,South Tarawa,Micronesia,Oceania,I-Kiribati,1.41666666,173,340,11.8,810,907.5566663,5.187512818,,81.7386874,279.0343551,279034355.1,2.053616768,,20.21898693,,,94.4,,,,,,,,,0,41.9,56.9,23.209951,5.124415,17.18247507,13.32366714,14.81,262,1.86,,28.3,,,,26.723,6.182,3.271,53.6270365,68,-400,68371,65144,133515,6.666666667,56394,77121,0,0,Unknown,18.1,Taneti Maamau,President
Palau,PLW,PW,Republic of Palau,U.S. dollar,Ngerulmud,Micronesia,Oceania,Palauan,7.5,134.5,43,414.9,460,480.9659618,4.8932018,85.23669516,58.45965099,263.0207337,263020733.7,12.79899287,,17.92945651,,,100,,,,,,,,,0,0.9,158.2,19.526302,0,228.2678895,2.775093804,16.38419533,2045.297485,4.8,,,,,,8.8,11.4,0.85,26.97033263,69,-20,8698,9359,18058,6.25,3177,14881,0,0,Unknown,31.8,Thomas Remengesau Jr.,President
Nauru,NRU,NR,Republic of Nauru,Australian dollar,Yaren,Micronesia,Oceania,Nauruan,-0.53333333,166.9166667,4,0,20,15.05947124,6.980277998,,103.5962928,154.1277982,154127798.2,-0.124750499,,44.34683215,,,100,,,,,,,,,,1.9,41.4,4.291393,0.400188,48.875345,7.449281616,13.06414223,1529.519165,5,,,,,,26.785,6.582,3.463,83.93521594,64,-140,6293,6487,12780,10.52631579,0,12780,0,0,Unknown,16.2,Lionel Aingimea,President
Tuvalu,TUV,TV,Tuvalu,Australian dollar,Funafuti,Polynesia,Oceania,Tuvaluan,-8,178,18,10,30,39.09779159,0,,,62.28031159,62280311.59,0.500580743,,,,,100,,,,,,,,,,5.2,6.6,11.574492,1.443188,9.381154675,0,19.96582222,1070.95752,5.6,,,,,,23.318,10.103,3.144,71.58657964,65,-60,5561,5835,11396,6.25,3847,7549,0,0,Unknown,21,Kausea Natano,Prime Minister
Dem. People's Rep. Korea,PRK,KP,Democratic People's Republic of Korea,Democratic People's Republic of Korean won,Pyongyang,Eastern Asia,Asia,North Korean,40,127,25950,60088.6,120410,119025.2203,2678.344984,,,0,,,83.02476517,,3.004,81.15086083,54.7,7.011445517,21.28557909,72.79609813,0,0,5.918322778,0,-74.75239399,62.05199476,14.7,52437.2,18145.48138,2590.047636,-26188.73425,3.385606927,,,13.2,,9.4,1469000,,,13.058,9.353,1.793,0,74,-2000,13200116,12960706,26160821,17.61280932,9626397,16534424,0.94,1.08,Authoritarian,32.2,Kim Jong-un,Chairman of the Workers Party of Korea
